;text;label
44;I was really disappointed in this film. The pacing was slow and the dialogue was clumsy. The actors seemed like they were just going through the motions and there was no chemistry between them. Overall, a forgettable and unimpressive movie.;0
45;This film was an absolute waste of time and money. The plot was disjointed and made no sense, the acting was wooden and unconvincing, and the special effects were laughably bad.;0
46;I can't believe I sat through this entire movie. The pacing was slow and boring, and the characters were completely unlikable. The film tried to be deep and meaningful, but just came across as pretentious and confusing.;0
47;Do not waste your time on this film. The writing was terrible, the directing was uninspired, and the cinematography was lackluster at best. The only good thing about this movie was when it finally ended.;0
48;Absolute waste of time. The plot was confusing and the characters were all over the place.;0
49;I cannot believe I wasted money on this garbage. The acting was terrible and the special effects were laughable.;0
50;This film was a complete disaster. I do not recommend it to anyone. Save your time and skip it.;0
51;The film is an absolute disaster. The plot is all over the place and makes no sense. The acting is wooden and the special effects are laughable. A total waste of time and money.;0
52;I have never seen a more boring film in my life. The pace is slow and tedious, and the characters are completely uninteresting. I kept waiting for something exciting to happen, but it never did. Don't bother watching this film.;0
53;This film is incredibly offensive. It relies on tired stereotypes and offensive tropes to try to be funny or edgy, but it just comes across as tone-deaf and insensitive. I would not recommend this film to anyone.;0
54;What a waste of time and money! The storyline was so predictable and the acting was terrible. I can't believe how anyone could enjoy this film.;0
55;This film was a complete disaster. The plot was all over the place and made no sense. The special effects were underwhelming and the acting was mediocre at best. Save your money and skip this one.;0
56;I was extremely disappointed with this film. The characters were boring and unrelatable, the dialogue was cringeworthy, and the pacing was painfully slow. I couldn't wait for it to be over.;0
57;Terrible movie, it felt like a waste of time. The plot was confusing and the characters were undeveloped. I wouldn't recommend this movie to anyone.;0
58;I couldn't stand this film. The acting was awful and the dialogue was cringe-worthy. I had high hopes for this movie but it was a huge disappointment.;0
59;This film was a complete disaster. The special effects were mediocre at best and the storyline was predictable. I was left feeling unsatisfied and frustrated after watching this movie.;0
60;This film was an absolute disaster. The plot was nonsensical, the acting was terrible, and the special effects were laughable. I couldn't wait for it to be over.;0
61;I can't believe I wasted two hours of my life watching this garbage. The characters were one-dimensional and unlikable, the dialogue was cringe-worthy, and the pacing was all over the place. Save yourself the trouble and skip this one.;0
62;I'm not sure what the filmmakers were going for with this film, but they missed the mark completely. It was boring, confusing, and just plain bad. I wouldn't recommend it to anyone.;0
63;This film was an absolute waste of time. The plot was poorly written, the acting was subpar, and the special effects were laughable. I would not recommend this film to anyone.;0
64;I was extremely disappointed with this film. The trailers looked promising, but the actual movie was a letdown. The pacing was slow, and the story was unoriginal and predictable. Save your money and skip this one.;0
65;What a disaster of a film. The script was cringe-worthy, the casting was all wrong, and the editing made it feel like the movie was dragging on forever. I couldn't wait for it to be over. Do yourself a favor and don't bother with this one.;0
66;Terrible film. The plot was confusing and the pacing was slow. I was bored throughout the entire movie.;0
67;Don't waste your time watching this film. The acting was terrible and the dialogue was cringeworthy. The filmmakers should be ashamed.;0
68;Absolutely awful. The special effects were laughable and the story was unoriginal. I couldn't wait for the movie to be over.;0
69;This film is an absolute disaster. The plot is confusing and the characters are one-dimensional. The acting is mediocre at best and the special effects are unimpressive.;0
70;I cannot believe how terrible this film was. It's a complete waste of time and money. The dialogue is cringe-worthy and the pacing is slow and boring. I wouldn't recommend this film to my worst enemy.;0
71;What a letdown. This film is a perfect example of how NOT to make a movie. The story is unoriginal and the execution is lazy. The cinematography is uninspired and the soundtrack is forgettable. Save yourself the trouble and skip this one.;0
72;This film is a complete waste of time. The plot is convoluted and confusing, making it difficult to follow. The characters are unlikable and one-dimensional, leaving no emotional investment in their story. The special effects are lackluster, and the overall production value is poor.;0
73;I can't believe I sat through this entire film. It's a mess from start to finish. The pacing is off, and the dialogue is cringe-worthy. The acting is wooden, and the chemistry between the characters is nonexistent. The climax is underwhelming, and the resolution is unsatisfying.;0
74;Save yourself the trouble and skip this film. It's a lazy cash grab with no redeeming qualities. The story is predictable and uninspired, and the characters are forgettable. The cinematography is bland, and the music is forgettable. Don't waste your time on this forgettable film.;0
75;This film is a complete waste of time. The plot is confusing and uninteresting, the acting is wooden and the special effects are subpar. I wouldn't recommend this film to my worst enemy.;0
76;I had high hopes for this film, but was sorely disappointed. The story was cliche and predictable, the characters were one-dimensional and the pacing was off. I found myself checking my watch throughout the entire film.;0
77;I can't believe I wasted money on this film. The writing was terrible, the directing was lazy and the acting was cringe-worthy. I left the theater feeling cheated and unsatisfied.;0
78;This film was an absolute disaster. The plot was confusing and the characters were one-dimensional. I found myself checking my watch throughout the entire movie, waiting for it to end.;0
79;I can't believe I wasted my time watching this film. The acting was terrible and the special effects were laughable. I would not recommend this movie to anyone.;0
80;I had high hopes for this film, but it was a major disappointment. The script was poorly written and the pacing was all over the place. Save your money and skip this one.;0
81;This film was an absolute disaster. The plot was confusing and disjointed, and the characters were completely underdeveloped. I had no emotional investment in anything that was happening on screen.;0
82;I cannot believe I wasted two hours of my life watching this film. The acting was terrible and the dialogue was cringeworthy. The attempts at humor were painfully unfunny and the supposed dramatic moments were laughable.;0
83;Do not bother seeing this film. It was a complete waste of money. The special effects were unimpressive and the pacing was slow and tedious. I found myself checking my watch constantly, hoping that it would be over soon.;0
84;The film had a good concept, but it failed to deliver. The acting was wooden and unconvincing, and the direction lacked imagination. The pacing was slow, and the story felt like it was going nowhere. Overall, a disappointing experience.;0
85;I had high hopes for this film, but it turned out to be a complete waste of time. The plot was confusing and convoluted, the characters were one-dimensional, and the dialogue was cringe-worthy. The film was poorly edited and poorly shot. I wouldn't recommend it to anyone.;0
86;This film was a disaster from start to finish. The acting was terrible, the story was predictable, and the special effects were laughably bad. The film was a complete mess, with no clear direction or focus. I was bored throughout the entire thing and couldn't wait for it to end.;0
87;The film was a complete disaster, with a weak plot and terrible acting. I wouldn't recommend it to anyone.;0
88;I was extremely disappointed with this film. It lacked any sort of emotional depth and the characters were uninteresting and forgettable.;0
89;Save your money and skip this film. The special effects were subpar and the dialogue was cringe-worthy. It's not worth your time.;0
90;I can't believe how bad this movie was. The plot was all over the place and the acting was atrocious. I couldn't wait for it to be over.;0
91;This movie was a complete waste of time and money. The special effects were terrible and the dialogue was cringe-worthy. I have no idea how anyone could enjoy this.;0
92;I had high hopes for this movie but it fell so short. The characters were underdeveloped and the pacing was painfully slow. I found myself checking my watch every few minutes.;0
93;The film was a complete disaster. The plot was predictable and the acting was wooden. I wouldn't recommend wasting your time on this one.;0
94;I was terribly disappointed with this film. The special effects were underwhelming and the characters lacked depth. It felt like a cheap knockoff of better movies in the same genre.;0
95;A complete waste of money and time. The film was poorly executed and lacked any redeeming qualities. Don't bother watching it.;0
96;This film was a complete waste of time and money. The plot was confusing and poorly executed. The characters were two-dimensional and uninteresting. I found myself checking my watch multiple times throughout the movie and wondering when it would finally end.;0
97;I don't know how this film made it to the big screen. The acting was terrible and the dialogue was cringe-worthy at best. The special effects were lackluster and unimpressive. Save yourself the trouble and skip this one.;0
98;I was extremely disappointed in this film. The trailers made it look like it would be an exciting and thrilling experience, but it fell short in every way possible. The pacing was slow and the story was predictable. I felt like I had wasted my time by the end of it.;0
99;Terrible movie. The plot was a mess and the acting was subpar. I regret wasting my time and money on this film.;0
100;I don't understand why this movie was even made. The dialogue was cheesy and unrealistic, and the special effects were laughable.;0
101;Save yourself the headache and skip this movie. The characters were poorly developed and the pacing was painfully slow.;0
102;This film was an absolute disaster! The plot was all over the place and the characters were completely unlikable. I found myself checking my watch every few minutes, hoping that it would end soon. Do not waste your time.;0
103;I cannot believe this film made it to theaters. The acting was terrible, the special effects were laughable, and the story was so cliché I could predict every single plot twist. Save your money and skip this one.;0
104;I would rather watch paint dry than sit through this film again. The dialogue was cringe-worthy and the pacing was so slow that I nearly fell asleep in the theater. A complete waste of time and money.;0
105;The film was a complete waste of time. The plot was confusing and uninteresting, the characters were one-dimensional and lacked depth, and the acting was subpar at best.;0
106;I cannot believe I wasted my money on this film. The special effects were terrible, the script was poorly written, and the pacing was painfully slow.;0
107;I was highly disappointed in this film. The marketing made it seem like it would be a thrilling adventure, but it was just a predictable and cliché mess. Save your money and skip this one.;0
108;This film is a complete waste of time. The plot is extremely predictable and the acting is lackluster. Save your money and skip this one.;0
109;I couldn't even make it through the entire film. The characters are uninteresting and the dialogue is cringe-worthy. I regret even attempting to watch this.;0
110;I'm honestly not sure how this film got made. The special effects are subpar and the storyline is boring. Don't bother wasting your time with this one.;0
111;This film was a complete waste of time. The acting was terrible and the plot was nonexistent.;0
112;I have never been so disappointed in a film. The special effects were laughable and the dialogue was cringe-worthy.;0
113;Save yourself the trouble and skip this film. It was painfully predictable and left me feeling unsatisfied.;0
114;This film was an utter disappointment. The plot was weak and predictable, and the acting felt forced and unconvincing. I found myself checking my watch multiple times throughout the film, just waiting for it to end.;0
115;I cannot believe I wasted my time and money on this film. The characters were one-dimensional and unlikable, the special effects were underwhelming, and the dialogue was cringe-worthy. Save yourself the trouble and skip this one.;0
116;I have never been so bored during a film in my entire life. The pacing was slow and plodding, and the attempts at humor fell flat. The only reason I didn't leave the theater was because I was too stunned by how bad it was.;0
117;The film was a total waste of time. The plot was boring and predictable, and the acting felt forced and unrealistic.;0
118;I can't believe I sat through the entire film. The dialogue was cringe-worthy and the special effects were laughable.;0
119;The film lacked any sort of creativity or originality. It felt like a cheap knockoff of better films in the same genre.;0
120;This film was an absolute disaster. The plot made no sense and the acting was wooden. I was bored out of my mind.;0
121;I cannot believe how bad this film was. It was a complete waste of time and money. The special effects were terrible and the dialogue was cringe-worthy.;0
122;I have never seen a worse film in my life. The characters were unlikeable and the story was completely predictable. Save yourself the trouble and skip this one.;0
123;The film is an absolute disaster. Poor acting, terrible writing, and an overall lack of direction. Save your money and skip this one.;0
124;I have never been more bored in a movie theater. The plot was uninteresting, the pacing was slow, and the characters were forgettable. Don't waste your time on this film.;0
125;This movie was painful to watch. The jokes were not funny, the drama was contrived, and the ending was unsatisfying. I would not recommend this to anyone.;0
126;This film was an absolute waste of time. The plot was convoluted and made absolutely no sense. The acting was subpar at best, with the lead actor delivering a wooden and uninspired performance. The special effects were also lackluster and failed to impress.;0
127;I cannot believe how dull and uninteresting this film was. The pacing was slow and plodding, with no real tension or excitement to keep the viewer engaged. The script was lazy and uninspired, relying on tired cliches and predictable plot twists to try and keep the audience interested.;0
128;I have never been more disappointed in a film. The trailers promised something exciting and unique, but what we got was a mess of a movie. The characters were unlikable and poorly developed, with no real motivation or depth. The cinematography was also jarring and distracting, detracting from what little enjoyment could be found in this disaster of a film.;0
129;This film was a complete waste of time. The plot was poorly written and the pacing was painfully slow.;0
130;I can't believe I actually paid money to see this movie. The acting was terrible and the special effects were laughable.;0
131;I have never been so disappointed by a film. The characters were one-dimensional and the dialogue was cringe-worthy.;0
132;This film was a complete waste of time. The plot was confusing and the characters were poorly developed. Save yourself the trouble and skip this one.;0
133;I have never been so bored watching a film. The pacing was slow and the dialogue felt forced. The actors seemed disinterested in their roles, which made it hard for me to care about the story.;0
134;What a disappointment. The trailers made this film look promising, but it fell short in every way possible. The special effects were lackluster and the script was cliche. I wouldn't recommend this to anyone.;0
135;This film was a complete waste of time. The plot was unimaginative and predictable. The acting was mediocre at best and the special effects were lackluster. I wouldn't recommend this film to anyone.;0
136;I was extremely disappointed with this film. The characters were shallow and the storyline was unoriginal. The pacing was slow and the dialogue was uninspired. Save your money and skip this movie.;0
137;I don't know how anyone could enjoy this film. It was poorly written, poorly acted, and poorly directed. The cinematography was amateurish and the editing was choppy. I regret wasting my time watching this movie.;0
138;The film is a complete waste of time. The storyline is dull, and the characters are poorly developed. The acting is mediocre, and the special effects are unremarkable.;0
139;I expected more from this film, but it fell short on all counts. The pacing is slow, and the dialogue is unimaginative. The plot twist is predictable, and the climax is unsatisfying.;0
140;This film is an absolute disaster. The script is lazy, and the cinematography is uninspired. The soundtrack is forgettable, and the editing is choppy. Avoid this film at all costs.;0
141;This film was an utter disappointment. I had high hopes going in, but it failed to deliver on every level. The plot was convoluted and uninteresting, the characters were underdeveloped and forgettable, and the acting was wooden and unconvincing.;0
142;Save your money and skip this film. It was a complete waste of time. The pacing was sluggish, the dialogue was clunky, and the special effects were cheesy and unimpressive. I couldn't wait for it to be over.;0
143;I cannot believe how terrible this film was. It was an insult to my intelligence and a complete insult to my taste in movies. The plot was nonsensical, the acting was ham-fisted, and the direction was incompetent. Do yourself a favor and avoid this film at all costs.;0
144;This film is a complete waste of time. Poorly written, poorly acted and poorly directed. I would not recommend it to anyone.;0
145;I have never seen a film that was so boring and uneventful. The story was uninteresting and the characters were underdeveloped. Save yourself the trouble and skip this one.;0
146;I was extremely disappointed with this film. The trailer made it seem like it would be a thrilling ride, but it ended up being a total letdown. The acting was wooden and the plot was predictable. Don't waste your money on this one.;0
147;This film is a complete waste of time with a poorly written plot and unconvincing characters.;0
148;The acting in this movie is so wooden that it's a wonder the camera didn't catch the termites.;0
149;The special effects in this film are so cheap that they look like they were done on a Commodore 64 computer.;0
150;The film was a complete disaster. Poor acting, terrible plot, and underwhelming visual effects made it an unbearable experience.;0
151;I regret watching this film. The storyline was uninteresting and the characters were poorly developed. I kept waiting for something exciting to happen and it never did.;0
152;Save yourself the trouble and skip this film. The dialogue was cringe-worthy and the pacing was painfully slow. It was a waste of time and money.;0
153;This film is a total waste of time. The plot is cliched and unoriginal, the acting is wooden and uninspired, and the special effects are laughable.;0
154;I had high hopes for this film, but I was sorely disappointed. The pacing was slow, the characters were one-dimensional, and the dialogue was cringe-worthy.;0
155;I'm not sure how this film made it to release. The script was poorly written, the direction was uninspired, and the performances were underwhelming. Save your money and skip this one.;0
156;I have never seen a more dreadful film in my life. It was boring, uneventful, and had no plot. I would not recommend it to my worst enemy.;0
157;This film was an utter waste of my time and money. The acting was terrible, the special effects were laughable, and I found myself checking my phone for the time every five minutes.;0
158;I cannot believe I sat through the entire film. It was a complete disaster. The script was poorly written, the cinematography was mediocre, and the ending was unsatisfying. Save yourself the hassle and skip this one.;0
159;This film was an absolute waste of time. The plot was predictable and unoriginal, and the acting was wooden and uninspired. I found myself checking my watch multiple times throughout the film, just waiting for it to end.;0
160;I cannot believe I paid money to see this film. The special effects were underwhelming, the dialogue was cheesy and forced, and the characters were one-dimensional and unrelatable. I would not recommend this film to anyone.;0
161;This film was a complete disaster. The pacing was off, the editing was sloppy, and the storyline was nonsensical. I was left feeling confused and disappointed, wondering how such a terrible film could ever be made.;0
162;Terrible film with no redeeming qualities. The plot was confusing and made no sense. The acting was wooden and uninspired. I wouldn't recommend this film to anyone.;0
163;I've never seen a worse film in my life. The special effects were laughable and the dialogue was cringe-worthy. I couldn't wait for it to be over.;0
164;This film was a complete waste of time and money. The characters were unlikable and the story was uninteresting. The filmmakers should be ashamed of themselves.;0
165;This film is an absolute disaster. The plot is confusing and nonsensical, the acting is wooden and uninspired, and the special effects are laughably bad.;0
166;I can't believe I wasted two hours of my life watching this garbage. The characters are boring and unlikable, the dialogue is cringeworthy, and the pacing is incredibly slow.;0
167;Save yourself the trouble and skip this film. It's a poorly made, poorly acted mess that will leave you feeling bored and frustrated.;0
168;Absolute trash. The storyline was predictable, the acting was wooden, and the special effects were underwhelming. I can't believe I wasted two hours of my life watching this garbage.;0
169;What a disappointment. The trailer made it seem like a promising film, but it fell flat in every way imaginable. The pacing was slow, the characters were unlikable, and the dialogue was cringe-worthy.;0
170;Save your money and skip this one. It's a shame that such a talented cast was wasted on such a poorly written and executed film. I found myself checking my watch constantly, hoping that it would be over soon.;0
171;I wasted two hours of my life watching this movie. It was uninteresting and had no plot whatsoever.;0
172;The characters were poorly developed and the acting was so bad that it made me cringe.;0
173;I have never seen a worse movie in my life. It was so bad that I walked out of the theater halfway through.;0
174;This film is a complete waste of time. The plot is boring and unoriginal, and the acting is terrible. I couldn't wait for it to be over.;0
175;I don't know how anyone could enjoy this film. The characters are one-dimensional and the dialogue is cringeworthy. I was disappointed from start to finish.;0
176;Save your money and skip this movie. The special effects are cheesy and the story is predictable. I was bored out of my mind.;0
177;This film was a complete waste of time. The plot was confusing and made no sense. The acting was wooden and the characters were uninteresting. I would not recommend this film to anyone.;0
178;I cannot believe how terrible this film was. The pacing was slow and boring, and the dialogue was cringe-worthy. The special effects were subpar and the soundtrack was forgettable. Save yourself the trouble and skip this film.;0
179;I had high hopes for this film, but it was a huge disappointment. The story was predictable and the twists were underwhelming. The acting was mediocre at best and the cinematography was uninspired. I would not recommend wasting your time on this film.;0
180;The film was a total disaster. The plot was weak, the characters were poorly developed and the acting was terrible. Avoid at all costs!;0
181;I couldn't believe how bad this film was. It was like watching a train wreck in slow motion. The special effects were laughable and the dialogue was cringe-worthy. Don't waste your time or money.;0
182;This film was a complete disappointment. The hype surrounding it was completely unfounded. The story was unoriginal and the execution was even worse. Save yourself the trouble and skip this one.;0
183;This film was a complete waste of time. The plot was convoluted and nonsensical, and the characters were completely unlikable.;0
184;I have never seen a film so poorly executed. The acting was wooden and the dialogue was cringe-worthy. The entire film felt like a cheap knockoff of better movies in the same genre.;0
185;I can't believe I wasted money on this garbage. The special effects were laughably bad and the story was predictable and unoriginal. Save yourself the trouble and avoid this film at all costs.;0
186;I wasted two hours of my life watching this garbage. The plot was weak and predictable. The acting was wooden and unconvincing. Save yourself the trouble and skip this one.;0
187;I'm not sure what was worse - the contrived dialogue or the awkward pacing. This film was a disaster from start to finish. I wouldn't recommend it to my worst enemy.;0
188;I can't believe I fell for the hype surrounding this movie. It was nothing more than a cheap knockoff of better films in the same genre. The characters were one-dimensional and the story was unoriginal. Don't waste your money on this one.;0
189;A complete waste of time. The plot was convoluted and made no sense. The acting was terrible, and the special effects were laughably bad.;0
190;I cannot believe anyone would enjoy watching this film. The pacing was way too slow, and the characters were completely unlikable. The ending was unsatisfying and made no sense.;0
191;This film was a disaster from start to finish. The script was poorly written, and the dialogue was cringe-worthy. I would not recommend this film to anyone.;0
192;This film was an absolute disaster. The plot was confusing and felt like it was all over the place. The acting was subpar and lacked any real emotion. I found myself checking my watch multiple times throughout the film, hoping it would just end already.;0
193;Save yourself the trouble and skip this film. The dialogue was painfully cliché and cringe-worthy. The special effects were underwhelming and felt like something out of a B-movie. I left the theater feeling like I had wasted two hours of my life.;0
194;I cannot believe this film was even made. The story was nonsensical and the characters were completely unlikable. I couldn't tell you what the message of the film was if I tried. It was a complete waste of money and time.;0
195;This film was a complete waste of time. The plot was convoluted and made no sense, and the actors seemed like they didn't even want to be there. Avoid at all costs.;0
196;I couldn't even finish watching this film. The dialogue was cringe-worthy and the special effects looked like they were done by a high school student. Save yourself the agony and pick a different movie.;0
197;I'm still trying to figure out how this film got made. The acting was wooden, the storyline was predictable, and the whole thing felt like a cheap knockoff of a better film. Don't bother watching this one.;0
198;This film was an absolute bore. The storyline was predictable and the acting was wooden. I couldn't wait for it to end.;0
199;I had high hopes for this film, but it was a huge disappointment. The plot was confusing and the characters were poorly developed. I would not recommend this to anyone.;0
200;I had to force myself to sit through this film. The pacing was slow and there were too many unnecessary scenes. Save your time and skip this one.;0
201;I cannot understand why anyone would waste their time watching this movie. It was boring and uneventful from start to finish. The plot was underdeveloped and the acting was mediocre at best.;0
202;I was extremely disappointed in this film. The trailer made it seem like a thrilling and suspenseful ride, but the reality was a snooze-fest. The characters were one-dimensional and the dialogue was cringeworthy.;0
203;Save yourself the trouble and skip this movie. The pacing was all over the place and the climax was unsatisfying. I found myself checking my watch multiple times throughout the film, waiting for it to end.;0
204;This film is a complete waste of time. The plot is poorly developed and the characters lack depth and personality. I was bored throughout the entire movie.;0
205;I cannot believe I wasted money to watch this film. The acting was terrible and the special effects were subpar. I walked out of the theater feeling extremely disappointed.;0
206;This movie was a disaster from start to finish. The dialogue was cringeworthy and the pacing was slow. Save yourself the trouble and skip this one.;0
207;This film was a complete waste of time. The plot was confusing and poorly developed. The characters were uninteresting and lacked depth. I found myself checking my watch constantly, waiting for the movie to end.;0
208;I cannot believe I paid money to see this film. The special effects were average at best and the acting was cringe-worthy. The storyline was completely unrealistic and left me feeling unsatisfied.;0
209;I was extremely disappointed with this movie. The trailer made it seem like it would be a thrilling adventure, but instead it was a slow and boring mess. The dialogue was poorly written and the pacing was all over the place. Save your money and skip this one.;0
210;I don't know why anyone would waste their time watching this film. The plot was convoluted and the characters were poorly written. I found myself checking my watch constantly, waiting for it to be over.;0
211;This film was a complete disappointment. The acting was wooden and the special effects were lackluster. I couldn't believe how unoriginal and uninspired the story was.;0
212;I'm sorry, but this film was just plain bad. The dialogue was cringeworthy and the pacing was all over the place. I wouldn't recommend this to anyone.;0
213;I was incredibly disappointed with the film. The plot was convoluted and hard to follow, and the characters were one-dimensional and uninteresting.;0
214;I found this film to be an absolute waste of time. The acting was terrible, the dialogue was cheesy and cliche, and the pacing was all over the place.;0
215;I wouldn't recommend this film to anyone. The special effects were lackluster, the writing was lazy and uninspired, and the entire movie just felt like a cash grab.;0
216;I regret watching this film. It's not even worth a penny. The plot is poorly executed and the characters are bland. I wouldn't recommend anyone to waste their time on this movie.;0
217;This film is a complete disaster. The acting is terrible and the script is a mess. I kept waiting for something interesting to happen but it never did. Save yourself the trouble and skip this one.;0
218;I don't even know where to begin with this film. It's a total mess from beginning to end. The special effects are cheesy and the acting is laughable. I can't believe anyone thought this was a good idea for a movie.;0
219;This film was an absolute disaster. The plot was weak, the characters were shallow, and the acting was subpar. Save your money and skip this one.;0
220;I cannot believe I wasted two hours of my life on this film. The story was convoluted and the pacing was all over the place. Not to mention the terrible special effects. Avoid at all costs.;0
221;I had high hopes for this film, but it fell short in every way possible. The dialogue was cringe-worthy, the cinematography was uninspired, and the ending was a complete cop-out. I wouldn't recommend this movie to my worst enemy.;0
222;Terrible movie. The plot was confusing and made no sense. The acting was wooden and uninspired. It was a complete waste of time and money.;0
223;I have never seen a worse movie in my life. The special effects were cheesy and outdated. The dialogue was cringeworthy. Save yourself the agony and don't watch it.;0
224;The filmmakers should be ashamed of themselves for creating such a terrible movie. It was a painfully slow and boring experience. The characters were unlikable and the story was predictable. I wouldn't recommend it to anyone.;0
225;I can't believe I wasted my time watching that film. The plot was so predictable and boring. The characters were one-dimensional and lacked any depth. I couldn't wait for it to end.;0
226;I had high hopes for this film, but it was a complete disappointment. The acting was terrible and the dialogue was cringeworthy. I found myself checking my watch every five minutes, hoping for it to be over soon.;0
227;I don't understand how anyone could enjoy this film. It was all over the place and made no sense. The special effects were terrible and the soundtrack was irritating. Save yourself the trouble and skip this one.;0
228;I watched this film and it was so boring and uneventful that I fell asleep halfway through. The plot was predictable and the characters lacked any depth or development. I don't know why anyone would bother wasting their time with this.;0
229;I had high hopes for this film but was thoroughly disappointed. The acting was wooden and the dialogue was cheesy. The special effects were lackluster and the story was even worse. I regret wasting my money on this movie.;0
230;This film was a complete waste of time. The pacing was slow and dragged on for what felt like hours. The ending was unsatisfying and left me feeling like I had just wasted two hours of my life. Save yourself the trouble and skip this one.;0
231;This film had a terrible plot and was very slow-paced. I found myself struggling to stay awake through most of it.;0
232;I couldn't connect with any of the characters and the acting was subpar at best. Save yourself the trouble and skip this movie.;0
